name,age,occupation,address
Severino,36,Chemist,Bolzano
Liberto,44,Librarian,Molfetta
Dina,24,Barista,Isernia
Lando,54,Engineer technical sales,Anagni
Vito,29,Psychologist clinical,Varese
Graziano,56,Psychotherapist,Como
Nanni,48,Dentist,Rimini
Griselda,61,Software engineer,Cividale del Friuli
Nanni,26,Industrial buyer,Sardinia
Tatiana,38,Network engineer,Spoleto
Elmo,33,Environmental manager,Acireale
Adamo,22,Herbalist,Burano
Francesco,61,Theatre director,Rimini
Liana,20,Banker,Capua
Dolores,40,Restaurant manager,Ancona
Leone,27,Production assistant radio,San Remo
Amalia,64,Chief of Staff,Massa
Aldo,49,Production assistant radio,Burano
Arnulfo,26,Graphic designer,Molfetta
Maurizio,48,Multimedia specialist,Aquila
Romina,38,Industrial buyer,Bari
Alderano,29,Scientist,Gorgonzola
Manuel,22,Passenger transport manager,Bassano del Grappa
Lodovico,35,Management consultant,Bisceglie
Gloria,65,Librarian,Umbria
Gastone,43,Teacher,Canosa di Puglia
Licia,40,Data scientist,Ravenna
Ludovico,63,Catering manager,Ravenna
Martina,24,Producer television/film/video,Civitanova Marche
Giacobbe,47,Ergonomist,Ascoli Piceno
Sergius,40,Haematologist,Vittorio Veneto
Stefano,63,Trainer,Valle dâ€™Aosta
Ruggero,53,Software engineer,Melfi
Annamaria,30,Science writer,Erice
Giulietta,34,Musician,Siena
Lolita,33,Exhibition designer,Argenta
Annalisa,41,Medical sales representative,Prato
Salvatore,64,Education officer,Venice
Jolanda,44,Software engineer,Molise
Riccardo,50,Police officer,ForlÃ¬
Nina,56,Multimedia specialist,San Giuliano Terme
Luigina,62,Engineer biomedical,Cori
Piergiorgio,61,Banker,Varese
Agostino,51,Production assistant radio,Grosseto
Letizia,61,Art therapist,Iglesias
Nicola,45,Psychotherapist,Arezzo
Orlando,24,Engineer technical sales,Busto Arsizio
Graziano,49,Dentist,Cesena
Eliana,26,Tour manager,Monfalcone
Luigi,46,Ergonomist,Ragusa
Franco,24,Ergonomist,Trento
Fiorino,23,Company secretary,Castel Gandolfo
Ermes,58,Theatre director,Massa
Raffaella,53,Art therapist,Este
Leone,36,Records manager,Rovigo
Graziano,41,Financial controller,Carloforte
Berenice,30,Barrister,Gravina in Puglia
Gioele,55,Dispensing optician,Vibo Valentia
Fredo,21,Journalist magazine,Formia
Vittorio,62,Teacher,Livorno
Veronica,30,Contractor,Enna
Milo,63,Producer television/film/video,ForlÃ¬
Angelina,60,Contractor,Latina
Fabio,22,Catering manager,Syracuse
Lucia,52,Recycling officer,Civita Castellana
Aria,31,Information officer,Mirandola
Gianpietro,27,Company secretary,CittÃ  di Castello
Giulietta,25,Designer,Emilia-Romagna
Paolo,40,Metallurgist,Loreto
Dino,63,Data scientist,Marino
Lidia,63,Environmental manager,Portogruaro
Gloria,29,Psychotherapist,Reggio nellâ€™Emilia
Martino,34,Market researcher,Carrara
Paola,21,Warden,Carloforte
Ernesto,38,Education officer,Trento
Sergius,42,Designer graphic,Aquino
Raffaella,28,Television camera operator,Varese
Etta,51,Haematologist,Lombardy
Arnulfo,24,Herbalist,Cascina
Pasquale,20,Technical sales engineer,Teramo
Pasqual,31,Multimedia specialist,Gorizia
Vito,47,Banker,Vicenza
Coluccio,26,Banker,Pisa
Piero,50,Ergonomist,San Giovanni Rotondo
Ugo,50,Engineer aeronautical,Aquila
Valerio,52,Physiological scientist,Bressanone
Griselda,25,Associate Professor,Argenta
Raffaele,34,Neurosurgeon,Otranto
Ruggiero,38,Software engineer,Bergamo
Graziano,47,Veterinary surgeon,Pesaro
Cecilia,50,Solicitor,Erice
Luisa,41,Broadcast presenter,Campobasso
Jacopo,25,Producer television/film/video,Olbia
Silvestro,51,Designer graphic,Aosta
Sandra,44,Teacher secondary school,Cortina dâ€™Ampezzo
Marco,32,Politician's assistant,Montecatini Terme
Beppe,62,Contractor,Lazio
Paloma,37,Environmental manager,Latina
Piermaria,54,Psychologist clinical,Lazio
Eliana,62,Microbiologist,Benevento
Rosina,41,Warden,Imperia
Arsenio,53,Politician's assistant,Basilicata
Flavio,37,Solicitor,Alghero
Germana,21,Minerals surveyor,Comiso
Paloma,65,Scientist,Milan
Gioacchino,36,Solicitor,Emilia-Romagna
Guarino,65,Ergonomist,Fermo
Damiano,31,Exhibition designer,Udine
Erika,41,Scientist,Venosa
Salvatore,26,Haematologist,Viareggio
Giada,34,Fashion designer,Bagheria
Virgilio,21,Scientist research,Bronte
Manuel,32,Warden,Modena
Milo,61,Food technologist,Varese
Piergiuseppe,55,Scientist research,Fossano
Arturo,51,Art therapist,Lanciano
Rosalia,35,Equality and diversity officer,Chioggia
Nico,38,Scientist marine,Cesena
Lando,23,Medical sales representative,Centuripe
Alessandro,23,Fashion designer,Cassino
Eliana,39,Automotive engineer,Genoa
Giorgia,24,Exhibition designer,Sondrio
Arsenio,40,Television production assistant,Rovereto
Armando,41,Neurosurgeon,Aquila
Antonia,52,Haematologist,Rieti
Gianluigi,20,CEO,Bologna
Annunziata,40,Designer graphic,Carrara
Zaira,42,Market researcher,Livorno
Ferdinando,26,Scientist marine,Portici
Ermanno,53,Associate Professor,Fabriano
Pietro,22,Production assistant radio,Genoa
Renzo,51,Recycling officer,Varese
Angelo,24,Psychologist clinical,Loreto
Lolita,35,Restaurant manager,Cerignola
Stella,54,Teacher secondary school,Corato
Maurilio,60,Dentist,Sicily
Ida,37,Contractor,Bronte
Iolanda,28,Doctor,Bronte
Vito,56,Company secretary,Mantua
Ansaldo,57,Banker,Arezzo
Tatiana,58,Designer graphic,Trento
Bruno,51,Medical sales representative,Spoleto
Telemaco,40,Technical sales engineer,Fiesole
Rembrandt,19,Psychotherapist,Pavia
Berenice,60,Pharmacist,Novara
Nedda,37,Doctor,Salerno
Piersanti,52,Designer graphic,Piombino
Barbara,51,Haematologist,Faenza
Ermenegildo,50,Exhibition designer,Aosta
Rolando,30,Therapist sports,Teramo
Lolita,47,Television production assistant,Rome
Fabrizia,54,Warden,Senigallia
Sandro,54,Chief of Staff,San Gimignano
Agostino,40,Surveyor insurance,Tortona
Angelo,60,Artist,Conegliano
Sonia,28,Science writer,Ascoli Piceno
Graziano,31,Broadcast presenter,Sesto San Giovanni
Luisa,23,Medical sales representative,Asti
Dino,60,Ergonomist,Avezzano
Benedetto,31,Company secretary,Verona
Fabio,45,Psychologist clinical,Ascoli Piceno
Coluccio,29,Network engineer,Lugo
Gianpietro,59,Barista,Teramo
Renzo,55,Fashion designer,Pozzuoli
Giulia,20,Television production assistant,Castelvetrano
Gioele,35,Barrister,Syracuse
Ennio,40,Art gallery manager,Tortona
Liana,56,Television production assistant,Novara
Lando,47,Engineer technical sales,Torcello
Livio,57,Producer,Erice
Rosina,51,Furniture designer,Bressanone
Coriolano,34,Producer television/film/video,Trento
Salvi,64,Production assistant radio,Vasto
Graziano,37,Textile designer,Voghera
Michelotto,37,Ergonomist,Verbania
Lilla,58,Broadcast presenter,Forio
Vittoria,41,Pharmacist,Termini Imerese
Ermes,36,Psychologist,Aquino
Salvatore,41,Management consultant,Amalfi
Nadia,61,Recycling officer,ForlÃ¬
Coluccio,35,Industrial buyer,Torcello
Allegra,53,Event organiser,Como
Domenico,60,Scientist,Terni
Cecilia,42,Physiological scientist,Eboli
Arnulfo,47,Chief of Staff,Civitanova Marche
Lisa,44,Haematologist,Burano
Ermanno,24,Scientist research,Spoleto
Melina,37,Programmer multimedia,Bari
Martino,52,Journalist magazine,Bolzano
Lazzaro,36,Recycling officer,Ferentino
Silvestro,19,Financial controller,Mazara del Vallo
Carlo,32,Catering manager,Sesto San Giovanni
Licia,65,Management consultant,Carpi
Laureano,31,Food technologist,Gravina in Puglia
Antonella,56,Technical sales engineer,Brescia
Lucia,23,Scientist research,Frosinone
Mattia,24,Production assistant radio,Naples
Valentina,39,Education officer,Prato
Veronica,32,Exhibition designer,Aosta
Giorgia,25,Lecturer,Sarno
Antonia,45,Associate Professor,Capannori
Letizia,44,Passenger transport manager,Reggio nellâ€™Emilia
Martino,19,Recycling officer,Tuscania
Armando,62,Designer,Taranto
Elmo,58,Lecturer,Empoli
Griselda,63,Environmental manager,Sardinia
Martino,47,Associate Professor,Siena
Raffaella,48,Tour manager,Pesaro
Silvestro,27,Theatre director,Ferentino
Carmelo,19,Restaurant manager,Bergamo
Arnulfo,60,Barista,Bolzano
Dina,35,Food technologist,Cascina
Melina,47,Graphic designer,Gravina in Puglia
Anita,26,Network engineer,Tuscany
Guglielmo,57,Furniture designer,Liguria
Ermanno,49,Dentist,Vallombrosa
Damiano,43,Herbalist,Voghera
Nicoletta,25,Science writer,Ortona
Viridiana,50,Automotive engineer,Trapani
Romolo,24,Musician,Terni
Aldo,35,Journalist magazine,Rovereto
Evangelista,56,Industrial buyer,Fidenza
Donatella,56,Recycling officer,Manduria
Antonino,50,Artist,Pistoia
Tullio,26,Designer,Molfetta
Gioele,34,Passenger transport manager,Frosinone
Amico,39,Event organiser,Messina
Adelasia,39,Writer,Bolzano
Rosario,59,Producer television/film/video,Orvieto
Gaspare,56,Programmer multimedia,Taranto
Agostino,55,Surveyor insurance,Enna
Severino,23,Scientist marine,Senigallia
Gionata,64,CEO,Assisi
Concetta,65,Production assistant radio,Guastalla
Gabriele,28,Banker,Novara
Caterina,25,Merchant navy officer,Piedmont
Arturo,50,Journalist magazine,Castelvetrano
Laureano,31,Production assistant radio,Liguria
Stefano,52,Television production assistant,Treviso
Franco,52,Equality and diversity officer,Reggio di Calabria
Martino,34,Company secretary,Avellino
Martino,24,Meteorologist,Sciacca
Franco,44,Police officer,Monfalcone
Adele,42,Therapist sports,Pinerolo
Tiziano,48,Financial controller,Peschiera del Garda
Rossana,36,Psychotherapist,Canosa di Puglia
Giulia,22,Producer,Formia
Martina,20,Counsellor,San Gimignano
Rosina,46,Journalist magazine,Cento
Federico,54,Management consultant,Gaeta
Ruggiero,58,Public house manager,San Severo
Olga,46,Psychologist clinical,Mantua
Giosu,20,Restaurant manager,Livorno
Diana,63,Haematologist,Massa
Irma,56,Psychotherapist,Aquino
Sole,31,Scientist research,Pisa
Loretta,35,Scientist marine,Torcello
Martina,25,Television camera operator,Busto Arsizio
Nina,28,Pharmacist,Tuscania
Amleto,28,Management consultant,Burano
Tiziana,41,Associate Professor,Isernia
Tiziana,51,Management consultant,Olbia
Silvestro,27,Science writer,Nuoro
Claudia,27,Company secretary,Benevento
Valentina,43,Associate Professor,Nola
Mercedes,54,Environmental manager,Piacenza
Gianfranco,23,Programmer multimedia,Livorno
Claudia,33,Dispensing optician,Molfetta
Enzio,56,Records manager,Pescia
Baldassare,38,Information officer,Naples
Damiano,31,Environmental manager,Favara
Laureano,65,Veterinary surgeon,Gravina in Puglia
Fedele,57,Journalist magazine,CantÃ¹
Alfio,26,Warden,Jesi
Martino,56,Teacher secondary school,Lodi
Rosina,43,Doctor,Manfredonia
Leone,52,Public house manager,Avezzano
Pierluigi,45,Producer,Senigallia
Serena,22,Event organiser,Capua
Paloma,41,Meteorologist,Altamura
Ermes,46,Haematologist,Cento
Livia,49,Automotive engineer,Tuscany
Eliana,28,Education officer,Rimini
Gianfranco,22,Food technologist,Arpino
Liana,19,Fashion designer,Vallombrosa
Camillo,32,Production assistant radio,Prato
Costantino,55,Police officer,Vittoria
Etta,40,Meteorologist,Subiaco
Benito,49,Restaurant manager,Alcamo
Barbara,38,Graphic designer,Gorizia
Adele,41,Neurosurgeon,Aquileia
Daria,23,Programmer multimedia,Terracina
Mercedes,36,Equality and diversity officer,Venosa
Fabio,33,Lecturer,Salerno
Jacopo,21,Metallurgist,Rapallo
Ernesto,28,Chemist,Florence
Maura,64,Medical sales representative,Reggio di Calabria
Puccio,31,Furniture designer,Senigallia
Giacomo,50,Restaurant manager,Legnano
Ludovico,43,Catering manager,Ferentino
Fernanda,38,Fashion designer,Castelfranco Veneto
Roman,43,Dispensing optician,Aosta
Piersanti,35,Teacher,Ventimiglia
Nicola,59,Psychologist,CittÃ  di Castello
Giacomo,61,Market researcher,Rapallo
Stella,35,Musician,Assisi
Gaspare,44,Associate Professor,Calabria
Antonina,36,Equality and diversity officer,Trento
Romeo,21,Lecturer,Desio
Francesco,61,Textile designer,Vercelli
Ninetta,49,Solicitor,Legnano
Rosaria,65,Teacher secondary school,Cento
Marisa,39,Paediatric nurse,Taormina
Caterina,40,Passenger transport manager,Iglesias
Baccio,44,Exhibition designer,Narni
Stefani,24,Chief of Staff,Vasto
Martino,32,Engineer biomedical,Montecatini Terme
Damiano,52,CEO,Ascoli Piceno
Eugenia,63,Software engineer,Sulmona
Raffaella,34,Producer television/film/video,Spoleto
Francesca,26,Counsellor,Fabriano
Benedetto,41,Exhibition designer,Umbria
Laura,50,Exhibition designer,Frascati
Paloma,50,Furniture designer,Marino
Alphons,23,Management consultant,Stresa
Federica,44,Network engineer,Todi
Pasqual,46,Artist,Umbria
Graziano,36,Exhibition designer,Cagliari
Galasso,63,Software engineer,Avellino
Viridiana,34,Warden,Pavia
Aria,57,Technical sales engineer,Bressanone
Rocco,26,Event organiser,Magenta
Marcella,64,Industrial buyer,Sciacca
Eliana,41,Science writer,Bisceglie
Donatello,26,Passenger transport manager,Alghero
Piermaria,30,Recycling officer,Aquino
Adelasia,24,Psychologist clinical,Loreto
Danilo,36,Dispensing optician,Civita Castellana
Elisa,40,Education officer,Lecce
Salvatore,40,Neurosurgeon,Bordighera
Fabio,54,Tour manager,Pietrasanta
Durante,23,Teacher,Friuliâ€“Venezia Giulia
Stefani,23,Software engineer,Peschiera del Garda
Ansaldo,24,Minerals surveyor,Frascati
Melina,63,Education officer,Sorrento
Giovanni,47,Technical sales engineer,Carrara
Stefano,37,Graphic designer,Belluno
Costanzo,47,Producer,Scicli
Marcella,63,Event organiser,PaternÃ²
Lodovico,53,Barrister,Varese
Greca,42,Microbiologist,Burano
Stefani,60,Management consultant,Campobasso
Lucia,54,Metallurgist,Gorizia
Uberto,43,Meteorologist,Lucca
Lisa,51,Art gallery manager,Fano
Fiorino,61,Software engineer,Tortona
Angelo,26,Chiropodist,Gubbio
Giustino,33,Chief of Staff,Stresa
Francesco,42,Textile designer,Piombino
Cecilia,45,Politician's assistant,Civita Castellana
Barbara,45,Scientist,Ferentino
Gaetano,23,Producer,Treviso
Massimiliano,63,Therapist sports,Legnano
Dolores,33,Veterinary surgeon,NardÃ²
Berenice,22,Musician,Ragusa
Vincenzo,46,Company secretary,Pescara
Armando,56,Financial controller,Adrano
Aria,57,Psychotherapist,Tortona
Martino,53,Banker,Casale Monferrato
Ronaldo,33,Trainer,Anagni
Gelsomina,39,Textile designer,Alghero
Nicola,46,Catering manager,Noto
Manuel,34,Politician's assistant,Aquila
Olga,54,Restaurant manager,Pesaro
Martino,52,Education officer,Padua
Leone,63,Paediatric nurse,Erice
Fortunata,54,Surveyor insurance,Centuripe
Romana,29,Information officer,Carrara
Gianpietro,36,Lecturer,Liguria
Imelda,60,Dentist,Livorno
Atenulf,32,Programmer multimedia,Sessa Aurunca
Armando,31,Television camera operator,Lanciano
Berenice,42,Doctor,Syracuse
Severino,53,Television camera operator,Ivrea
Alessia,56,Textile designer,PaternÃ²
Rita,52,Company secretary,Fossano
Vincenzo,26,Industrial buyer,Carloforte
Ignazio,43,Furniture designer,San Giuliano Terme
Nanni,38,Teacher,Cerignola
Amadeo,37,Passenger transport manager,NardÃ²
Coriolano,34,Records manager,Mazara del Vallo
Flavio,41,Engineer aeronautical,Potenza
Enzio,39,Engineer technical sales,Viareggio
Clelia,31,Science writer,Pisa
Guglielmo,25,Management consultant,Siena
Beatrice,60,Librarian,Este
Marissa,63,Automotive engineer,Imperia
Federico,58,Metallurgist,Iglesias
Roman,54,Counsellor,Teramo
Fabio,56,Dispensing optician,Sarno
Dolores,60,Engineer technical sales,Bari
Giulietta,20,Psychologist clinical,Civita Castellana
Amleto,33,Science writer,Feltre
Salvatore,23,Associate Professor,Marsala
Pasqual,20,Television camera operator,Modena
Letizia,30,Exhibition designer,Desio
Pina,43,Education officer,Corato
Vito,46,Scientist research,Mantua
Torquato,38,Journalist magazine,Lucca
Fabia,57,Warehouse manager,Bisceglie
Gioele,45,Merchant navy officer,Saluzzo
Antonia,43,Restaurant manager,Matera
Flavio,41,Engineer aeronautical,Verona
Rolando,44,Recycling officer,Aquila
Antonina,53,Science writer,Amalfi
Pina,46,Designer graphic,Avola
Vanessa,33,Metallurgist,Matera
Cecilia,35,Librarian,Desio
Fortunata,51,Production assistant radio,Cesena
Veronica,52,Designer graphic,Torre del Greco
Dario,59,Tour manager,San Severo
Romana,20,Scientist research,Terni
Agnolo,47,Market researcher,Lugo
Antonella,37,Scientist research,Venice
Nadia,38,Passenger transport manager,Melfi
Pasqual,52,Police officer,La Spezia
Cecilia,24,Psychotherapist,Bordighera
Bettina,21,Librarian,Ravenna
Ricciotti,33,Food technologist,Foggia
Giuliana,23,Medical sales representative,Adrano
Gioele,59,Art therapist,Adria
Elena,52,Tour manager,Ferentino
Giustino,51,Television production assistant,Volterra
Matteo,40,Technical sales engineer,Potenza
Martino,48,Catering manager,Porto Torres
Amadeo,62,Metallurgist,Olbia
Salvi,64,Passenger transport manager,Venice
Loretta,32,Psychotherapist,Otranto
Gioele,22,Warden,Chianciano Terme
Laureano,53,Public house manager,Palazzolo Acreide
Alderano,63,Pharmacist,Portogruaro
Annetta,45,Solicitor,Chioggia
Virginia,36,Psychologist clinical,Florence
Sandro,54,Recycling officer,Comiso
Ermes,53,Warehouse manager,Verona
Mirco,59,Chief of Staff,Aosta
Amalia,41,Automotive engineer,Casale Monferrato
Donna,45,Warden,Cascina
Guarino,39,Writer,Ceglie Messapico
Adelasia,53,Automotive engineer,Grottaglie
Riccardo,53,Industrial buyer,Molise
Ida,44,Scientist research,Civitavecchia
Lando,23,Metallurgist,PaternÃ²
Maria,61,Chemist,Aquino
Fortunata,59,Multimedia specialist,Peschiera del Garda
Margherita,44,Public house manager,Salerno
Martino,45,Librarian,Pozzuoli
Simone,31,Production assistant radio,Faenza
Monica,60,Metallurgist,Assisi
Osvaldo,45,Programmer multimedia,Modica
Gianpietro,55,Scientist,Carrara
Gabriele,28,Producer television/film/video,Pisa
Pierluigi,19,Management consultant,Ardea
Lazzaro,42,Scientist marine,Bisceglie
Damiano,27,Paediatric nurse,Catanzaro
Paola,35,Scientist research,Catania
Milena,53,Theatre director,Mazara del Vallo
Atenulf,59,Technical sales engineer,Amalfi
Alberico,51,Management consultant,Fondi
Danilo,43,Automotive engineer,Reggio nellâ€™Emilia
Arnaldo,21,Tour manager,Milazzo
Paola,60,Banker,Piedmont
Sabatino,61,Management consultant,Treviso
Carlo,21,Neurosurgeon,Macerata
Raimondo,26,Restaurant manager,Tortona
Enzo,19,Financial controller,Lecce
Flavia,51,Records manager,Olbia
Durante,56,Chemist,Anzio
Monica,38,Production assistant radio,Martina Franca
Matilda,21,Television production assistant,Conegliano
Rosa,24,Art therapist,La Spezia
Marissa,42,Warehouse manager,Arezzo
Angelo,23,Artist,Chioggia
Virginia,56,Fashion designer,Lombardy
Laureano,40,Trainer,Licata
Vittoria,51,Contractor,Narni
Fabrizio,25,Art therapist,Belluno
Lisa,48,Trainer,Mirandola
Rosalia,60,Furniture designer,Fano
Eugenia,49,Company secretary,Capannori
Bartolomeo,64,Chief of Staff,Alatri
Orlando,58,Restaurant manager,Sessa Aurunca
Agnolo,48,Banker,Bobbio
Baccio,59,Restaurant manager,Sorrento
Ramona,43,Surveyor insurance,Cesena
Romolo,21,Industrial buyer,Massa
Rolando,34,Microbiologist,Cascina
Michelotto,53,Television camera operator,Pesaro
Arnaldo,41,Network engineer,CantÃ¹
Sandra,32,Lecturer,Piombino
Dario,42,Graphic designer,Tivoli
Francesco,19,Fashion designer,Friuliâ€“Venezia Giulia
Pierangelo,62,Event organiser,Castelfranco Veneto
Coluccio,62,Exhibition designer,Centuripe
Lodovico,28,Information officer,Vigevano
Paoletta,51,Merchant navy officer,Carpi
Alessio,60,Recycling officer,Milazzo
Stefano,48,Industrial buyer,Rovigo
Luigina,21,Management consultant,Corato
Claudia,61,Scientist research,Imola
Giada,63,Politician's assistant,Cuneo
Fabrizia,60,Therapist sports,Fidenza
Elladio,22,Restaurant manager,Narni
Pina,57,Journalist magazine,Atri
Silvestro,20,Paediatric nurse,Cava de Tirreni
Vanessa,24,Art gallery manager,Ivrea
Lidia,54,Television camera operator,Valle dâ€™Aosta
Antonino,29,Engineer technical sales,Canosa di Puglia
Maura,27,Dentist,Matera
Erika,59,Engineer biomedical,Venice
Telemaco,61,Politician's assistant,ForlÃ¬
Sandro,22,Production assistant radio,Vigevano
Ornella,41,Broadcast presenter,Piazza Armerina
Amleto,35,Data scientist,Lombardy
Agostino,30,Pharmacist,Sesto San Giovanni
Victoria,28,Ergonomist,Venice
Napoleone,37,Counsellor,Castelfranco Veneto
Gioele,45,Technical sales engineer,Augusta
Lucia,26,Producer television/film/video,Este
Arnaldo,57,Producer,Rivoli
Fulvio,47,Police officer,Treviso
Tatiana,42,Chiropodist,Crotone
Marcella,48,Engineer technical sales,Augusta
Beppe,59,Producer,Peschiera del Garda
Lucio,48,Art gallery manager,Torre del Greco
Arsenio,54,Food technologist,Iglesias
Ugo,62,Journalist magazine,San Severo
Romina,58,Warehouse manager,Sardinia
Franco,58,Trainer,San Severo
Nina,57,Automotive engineer,Erice
Fabia,53,Minerals surveyor,MondovÃ¬
Gioele,50,Graphic designer,Todi
Margherita,32,Producer television/film/video,Bolsena
Mario,55,Multimedia specialist,Piazza Armerina
Eugenia,52,Medical sales representative,Cosenza
Biagio,34,Recycling officer,Acireale
Flavia,58,Herbalist,Emilia-Romagna
Ivan,24,Science writer,Novi Ligure
Giuliano,35,Doctor,Ivrea
Marisa,57,Metallurgist,Varallo
Carlo,35,Recycling officer,Corleone
Durante,24,Barista,Imola
Martino,64,Physiological scientist,Viterbo
Carlo,20,Warehouse manager,Macerata
Calogero,57,Musician,Portogruaro
Livia,34,Automotive engineer,Civita Castellana
Griselda,26,Counsellor,Porto Torres
Coluccio,47,Engineer biomedical,Abruzzi
Lucio,23,Medical sales representative,Ardea
Ilaria,57,Environmental manager,Legnano
Liliana,37,Psychologist,Loreto
Germana,51,Veterinary surgeon,Monreale
Silvio,64,Haematologist,Todi
Bruno,28,Librarian,Cremona
Laura,35,Network engineer,Caserta
Giuliana,47,Teacher secondary school,Crotone
Lucio,19,Graphic designer,Enna
Matteo,51,Neurosurgeon,La Spezia
Luciano,38,Management consultant,Spoleto
Fernanda,54,Software engineer,Frascati
Piero,34,Records manager,Crotone
Liberto,63,Journalist magazine,Nocera Inferiore
Riccardo,26,Microbiologist,Otranto
Melina,51,Financial controller,Centuripe
Letizia,35,Warden,Moncalieri
Graziella,51,Equality and diversity officer,Civitanova Marche
Jolanda,21,Restaurant manager,Belgioioso
Nico,47,Textile designer,Viareggio
Guarino,29,Chemist,Basilicata
Rosina,37,Exhibition designer,Matera
Donna,59,Art therapist,Trieste
Margherita,39,Software engineer,Legnano
Liliana,25,Engineer biomedical,Lazio
Luchino,23,Automotive engineer,Sessa Aurunca
Mauro,51,Psychotherapist,Arezzo
Vincenza,53,Company secretary,Bassano del Grappa
Romeo,44,Science writer,Lugo
Livia,32,Graphic designer,Andria
Rolando,59,Dentist,Olbia
Donatello,27,Contractor,Lodi
Livio,59,Lecturer,Teramo
Claudia,28,Event organiser,Emilia-Romagna
Ermanno,23,Producer television/film/video,Urbino
Etta,29,Chemist,Brescia
Francesca,59,Teacher,Fabriano
Micheletto,33,Records manager,Terni
Pina,48,Politician's assistant,Castelvetrano
Eliana,38,Librarian,Piacenza
Serena,32,Pharmacist,Altamura
Luigina,61,Paediatric nurse,Grosseto
Jacopo,19,Merchant navy officer,Basilicata
Gianfranco,46,Librarian,Fabriano
Vittoria,57,Software engineer,Nuoro
Germana,26,Lecturer,Portogruaro
Nanni,62,Industrial buyer,Campania
